id_exploitation,region,culture_principale,type_sol,type_stockage,superficie_ha,distance_marche_km,pluviometrie_mm,age_exploitant,irrigation,formation_recue,delai_avant_vente_j,reclamation_appui_urgence,perte_elevee
EXP02099,Maritime,sorgho,argileux,magasin communautaire,6.25,26.3,1027.0,53,0,1,11.0,0,0
EXP02100,Maritime,sorgho,argileux,aucun,2.87,,777.0,46,0,0,5.0,0,0
EXP02101,Kara,maïs,,case traditionnelle,3.42,3.6,1555.0,56,0,1,9.0,0,0
EXP02102,Maritime,manioc,argileux,case traditionnelle,1.53,5.4,1504.0,59,0,1,8.0,0,0
EXP02103,Kara,riz,argileux,silo métallique,2.85,14.5,924.0,28,0,0,4.0,0,0
EXP02104,Savanes,manioc,argileux,silo métallique,3.19,10.7,1075.0,60,0,0,7.0,0,0
EXP02105,Centrale,maïs,ferrugineux,silo métallique,2.15,10.6,951.0,65,0,0,2.0,0,0
EXP02106,Kara,manioc,ferrugineux,case traditionnelle,2.23,20.1,866.0,62,1,1,2.0,1,1
EXP02107,Kara,manioc,argileux,case traditionnelle,0.94,17.7,979.0,63,0,0,12.0,0,0
EXP02108,Savanes,maïs,hydromorphe,aucun,7.57,11.3,940.0,30,0,0,10.0,0,0
EXP02109,Plateaux,sorgho,hydromorphe,magasin communautaire,1.51,25.5,585.0,52,0,0,57.0,1,1
EXP02110,Maritime,maïs,ferrugineux,magasin communautaire,1.65,20.2,1013.0,42,0,1,7.0,0,0
EXP02111,Plateaux,manioc,sableux,case traditionnelle,6.51,17.0,940.0,70,0,0,11.0,0,0
EXP02112,Plateaux,manioc,argileux,case traditionnelle,3.53,9.5,,62,1,0,19.0,0,0
EXP02113,Maritime,sorgho,argileux,aucun,4.0,28.2,931.0,27,0,0,32.0,0,0
EXP02114,Centrale,maïs,sableux,silo métallique,0.9,10.5,,67,1,1,,0,0
EXP02115,Maritime,maïs,,case traditionnelle,2.83,11.2,1160.0,55,0,0,19.0,1,1
EXP02116,Savanes,maïs,sableux,aucun,0.91,37.5,1078.0,47,0,0,14.0,1,1
EXP02117,Maritime,manioc,hydromorphe,magasin communautaire,1.35,7.0,1285.0,42,0,1,9.0,0,0
EXP02118,Maritime,maïs,sableux,case traditionnelle,8.27,6.9,1069.0,44,0,0,17.0,0,0
EXP02119,Maritime,sorgho,argileux,case traditionnelle,1.18,11.5,903.0,59,1,1,38.0,0,0
EXP02120,Maritime,maïs,hydromorphe,silo métallique,3.88,5.8,1098.0,58,0,0,17.0,0,0
EXP02121,Maritime,maïs,hydromorphe,case traditionnelle,1.26,6.0,475.0,47,0,0,22.0,0,0
EXP02122,Maritime,manioc,sableux,magasin communautaire,1.38,36.8,1455.0,70,1,0,29.0,0,0
EXP02123,Maritime,sorgho,sableux,silo métallique,11.52,11.4,1016.0,31,0,0,21.0,0,0
EXP02124,Maritime,sorgho,ferrugineux,case traditionnelle,2.37,17.4,1474.0,41,0,1,23.0,0,0
EXP02125,Plateaux,riz,hydromorphe,aucun,0.85,4.2,741.0,50,0,0,20.0,0,0
EXP02126,Plateaux,manioc,sableux,case traditionnelle,3.99,6.5,682.0,27,0,0,6.0,0,0
EXP02127,Plateaux,riz,sableux,case traditionnelle,5.49,40.1,1038.0,44,1,1,17.0,1,1
EXP02128,Plateaux,riz,sableux,silo métallique,4.23,5.9,,62,0,0,19.0,0,0
EXP02129,Maritime,maïs,argileux,magasin communautaire,2.23,17.7,1031.0,54,0,0,48.0,0,0
EXP02130,Maritime,manioc,sableux,magasin communautaire,2.28,0.7,995.0,55,0,0,9.0,0,0
EXP02131,Maritime,sorgho,sableux,magasin communautaire,1.73,3.9,799.0,27,0,1,18.0,0,0
EXP02132,Kara,maïs,hydromorphe,aucun,1.07,11.3,594.0,26,0,0,12.0,1,1
EXP02133,Savanes,riz,hydromorphe,silo métallique,3.15,25.0,,41,0,1,45.0,1,1
EXP02134,Savanes,manioc,argileux,aucun,2.15,14.0,,35,0,1,34.0,0,0
EXP02135,Plateaux,manioc,hydromorphe,case traditionnelle,0.92,12.0,620.0,19,0,0,18.0,1,1
EXP02136,Plateaux,maïs,sableux,case traditionnelle,2.41,21.3,859.0,47,0,0,0.0,0,0
EXP02137,Plateaux,riz,ferrugineux,magasin communautaire,1.52,16.1,1053.0,58,0,0,35.0,0,0
EXP02138,Kara,sorgho,ferrugineux,case traditionnelle,3.04,3.0,1427.0,57,0,0,4.0,0,0
EXP02139,Kara,maïs,ferrugineux,silo métallique,2.84,,1185.0,24,0,1,2.0,0,0
EXP02140,Kara,manioc,ferrugineux,case traditionnelle,1.94,,1294.0,59,0,0,30.0,0,0
EXP02141,Savanes,maïs,sableux,case traditionnelle,2.49,11.7,1107.0,38,0,0,23.0,1,1
EXP02142,Plateaux,maïs,sableux,case traditionnelle,2.64,9.4,1038.0,27,0,0,21.0,0,0
EXP02143,Kara,igname,sableux,case traditionnelle,4.58,13.4,1551.0,43,0,0,9.0,0,0
EXP02144,Kara,manioc,hydromorphe,case traditionnelle,2.43,18.1,633.0,30,0,0,,1,1
EXP02145,Plateaux,manioc,sableux,magasin communautaire,1.76,4.7,,53,0,1,1.0,0,0
EXP02146,Savanes,maïs,ferrugineux,magasin communautaire,2.08,8.0,870.0,57,0,1,21.0,0,0
EXP02147,Maritime,igname,hydromorphe,case traditionnelle,7.21,20.9,1164.0,56,0,1,5.0,0,0
EXP02148,Savanes,maïs,ferrugineux,case traditionnelle,1.29,22.6,715.0,25,0,0,24.0,1,1
EXP02149,Kara,riz,ferrugineux,aucun,2.18,33.5,1133.0,37,1,0,5.0,0,0
EXP02150,Maritime,maïs,ferrugineux,case traditionnelle,2.16,14.2,1089.0,44,0,1,18.0,0,0
EXP02151,Centrale,maïs,ferrugineux,magasin communautaire,2.22,7.6,1145.0,70,0,0,6.0,0,0
EXP02152,Maritime,riz,hydromorphe,magasin communautaire,1.04,8.1,,47,0,0,28.0,0,0
EXP02153,Kara,maïs,sableux,magasin communautaire,2.08,13.8,1319.0,52,0,0,20.0,0,0
EXP02154,Kara,riz,sableux,aucun,1.7,6.5,938.0,36,0,1,17.0,0,0
EXP02155,Centrale,maïs,hydromorphe,magasin communautaire,3.03,32.0,1077.0,34,0,0,7.0,0,0
EXP02156,Kara,riz,ferrugineux,aucun,5.02,9.4,773.0,60,0,0,4.0,0,0
EXP02157,Maritime,sorgho,ferrugineux,aucun,3.19,29.1,718.0,62,0,0,21.0,1,1
EXP02158,Maritime,riz,sableux,case traditionnelle,2.71,5.8,1374.0,21,0,0,9.0,0,0
EXP02159,Plateaux,maïs,argileux,case traditionnelle,3.4,11.7,755.0,47,1,0,16.0,0,0
EXP02160,Maritime,riz,hydromorphe,case traditionnelle,2.88,10.5,1104.0,59,0,0,15.0,0,0
EXP02161,Plateaux,igname,ferrugineux,case traditionnelle,2.48,,1077.0,27,0,1,15.0,0,0
EXP02162,Maritime,maïs,hydromorphe,magasin communautaire,4.47,11.1,1232.0,52,0,1,35.0,0,0
EXP02163,Plateaux,maïs,ferrugineux,case traditionnelle,2.04,16.0,552.0,43,1,1,15.0,1,1
EXP02164,Plateaux,sorgho,ferrugineux,case traditionnelle,1.03,1.6,1164.0,45,1,1,6.0,0,0
EXP02165,Kara,maïs,hydromorphe,case traditionnelle,1.66,19.3,936.0,49,0,1,25.0,0,0
EXP02166,Maritime,riz,argileux,silo métallique,1.5,17.0,806.0,64,0,1,24.0,0,0
EXP02167,Savanes,sorgho,sableux,silo métallique,8.46,13.2,,23,1,0,9.0,1,0
EXP02168,Plateaux,maïs,argileux,aucun,5.21,22.0,1199.0,29,0,1,7.0,0,0
EXP02169,Plateaux,manioc,hydromorphe,case traditionnelle,2.73,23.0,1125.0,36,0,0,20.0,0,0
EXP02170,Plateaux,manioc,hydromorphe,case traditionnelle,1.53,62.2,919.0,60,0,0,5.0,1,1
EXP02171,Plateaux,maïs,hydromorphe,aucun,4.44,,677.0,49,0,0,20.0,0,0
EXP02172,Maritime,sorgho,ferrugineux,silo métallique,2.66,35.0,,28,0,0,41.0,0,0
EXP02173,Plateaux,maïs,,magasin communautaire,2.04,25.8,1131.0,20,0,1,25.0,0,0
EXP02174,Maritime,manioc,hydromorphe,magasin communautaire,2.67,17.0,643.0,70,0,0,43.0,1,1
EXP02175,Plateaux,sorgho,hydromorphe,case traditionnelle,2.08,5.9,922.0,26,0,0,16.0,0,0
EXP02176,Centrale,maïs,ferrugineux,aucun,3.37,9.9,1593.0,20,0,0,16.0,0,0
EXP02177,Plateaux,sorgho,sableux,magasin communautaire,0.97,8.8,1060.0,40,0,1,18.0,0,0
EXP02178,Kara,maïs,argileux,magasin communautaire,3.36,12.3,1128.0,47,0,1,22.0,0,0
EXP02179,Maritime,manioc,argileux,magasin communautaire,2.08,21.4,695.0,32,0,0,21.0,0,0
EXP02180,Savanes,maïs,ferrugineux,case traditionnelle,4.51,30.9,655.0,27,0,0,8.0,1,1
EXP02181,Kara,riz,ferrugineux,case traditionnelle,5.29,41.5,1141.0,23,0,0,15.0,0,0
EXP02182,Savanes,sorgho,argileux,silo métallique,6.02,9.9,882.0,40,0,1,34.0,0,0
EXP02183,Kara,sorgho,argileux,magasin communautaire,8.86,15.1,1232.0,68,0,0,6.0,0,0
EXP02184,Maritime,igname,sableux,case traditionnelle,5.89,6.9,984.0,26,0,1,18.0,0,0
EXP02185,Plateaux,riz,hydromorphe,case traditionnelle,4.42,26.6,1804.0,48,0,0,22.0,0,0
EXP02186,Maritime,sorgho,sableux,aucun,1.07,17.7,837.0,29,0,1,22.0,0,0
EXP02187,Kara,manioc,sableux,case traditionnelle,0.41,11.4,1043.0,54,0,0,4.0,0,0
EXP02188,Centrale,igname,argileux,case traditionnelle,4.81,3.7,759.0,22,0,1,6.0,0,0
EXP02189,Maritime,riz,sableux,magasin communautaire,1.35,,1222.0,29,0,1,33.0,0,0
EXP02190,Savanes,igname,ferrugineux,silo métallique,12.81,16.4,1080.0,19,0,1,33.0,0,0
EXP02191,Maritime,maïs,sableux,silo métallique,0.78,2.7,743.0,52,1,1,16.0,0,0
EXP02192,Centrale,manioc,argileux,aucun,4.3,4.7,898.0,56,0,0,20.0,0,0
EXP02193,Kara,riz,hydromorphe,case traditionnelle,2.87,15.0,1303.0,27,0,0,7.0,0,0
EXP02194,Maritime,maïs,ferrugineux,aucun,0.85,39.2,1274.0,42,0,0,5.0,1,1
EXP02195,Centrale,maïs,ferrugineux,aucun,2.86,28.4,635.0,34,0,0,3.0,0,0
EXP02196,Kara,igname,,magasin communautaire,1.47,11.7,862.0,21,0,0,4.0,0,0
EXP02197,Maritime,manioc,hydromorphe,magasin communautaire,2.37,10.4,1411.0,20,0,0,20.0,0,0
EXP02198,Plateaux,maïs,sableux,case traditionnelle,2.4,7.8,934.0,67,1,1,14.0,0,0
EXP02199,Maritime,maïs,argileux,magasin communautaire,1.49,7.2,1018.0,52,0,0,17.0,0,0
EXP02200,Centrale,manioc,ferrugineux,case traditionnelle,1.95,11.0,1220.0,53,1,0,,0,0
EXP02201,Maritime,riz,ferrugineux,case traditionnelle,1.39,46.8,,34,0,0,6.0,0,0
EXP02202,Savanes,igname,argileux,aucun,0.62,10.4,748.0,32,0,1,20.0,0,1
EXP02203,Savanes,igname,sableux,case traditionnelle,2.7,13.5,896.0,60,0,0,36.0,1,0
EXP02204,Maritime,riz,,magasin communautaire,5.87,5.0,,41,0,1,6.0,0,0
EXP02205,Plateaux,riz,sableux,case traditionnelle,1.45,19.8,1219.0,24,0,0,15.0,0,0
EXP02206,Centrale,maïs,ferrugineux,case traditionnelle,7.8,,1147.0,44,0,0,25.0,0,0
EXP02207,Kara,sorgho,argileux,case traditionnelle,8.84,9.9,941.0,46,1,0,33.0,1,1
EXP02208,Plateaux,maïs,argileux,case traditionnelle,1.83,6.1,1245.0,48,0,1,22.0,0,0
EXP02209,Maritime,maïs,argileux,magasin communautaire,2.15,7.4,937.0,46,1,1,7.0,0,0
EXP02210,Maritime,igname,hydromorphe,aucun,1.86,9.4,,63,1,0,2.0,0,0
EXP02211,Savanes,sorgho,hydromorphe,magasin communautaire,1.08,9.9,1193.0,31,0,0,12.0,0,0
EXP02212,Plateaux,maïs,argileux,aucun,2.16,6.0,1381.0,49,0,0,13.0,0,0
EXP02213,Kara,riz,sableux,silo métallique,1.99,12.4,,65,0,0,33.0,0,0
EXP02214,Plateaux,manioc,sableux,magasin communautaire,2.67,,887.0,69,0,0,11.0,1,0
EXP02215,Savanes,maïs,ferrugineux,case traditionnelle,2.77,22.2,,69,0,1,6.0,0,0
EXP02216,Maritime,maïs,sableux,case traditionnelle,1.02,37.9,1303.0,56,0,0,8.0,1,1
EXP02217,Maritime,maïs,sableux,aucun,3.74,2.6,844.0,24,0,1,22.0,0,0
EXP02218,Savanes,manioc,hydromorphe,magasin communautaire,2.14,17.2,709.0,70,0,0,16.0,0,0
EXP02219,Savanes,manioc,argileux,case traditionnelle,1.17,10.7,1267.0,20,0,0,14.0,0,0
EXP02220,Plateaux,manioc,ferrugineux,silo métallique,2.11,1.9,580.0,47,1,1,33.0,0,0
EXP02221,Plateaux,maïs,sableux,case traditionnelle,2.84,8.2,568.0,42,1,0,1.0,0,0
EXP02222,Plateaux,igname,argileux,silo métallique,6.58,20.7,910.0,54,0,0,29.0,0,0
EXP02223,Plateaux,riz,sableux,case traditionnelle,5.92,18.9,975.0,59,0,0,0.0,0,0
EXP02224,Maritime,igname,ferrugineux,aucun,1.73,14.5,696.0,57,0,0,28.0,0,0
EXP02225,Savanes,maïs,sableux,case traditionnelle,2.25,7.6,1003.0,30,0,1,18.0,0,0
EXP02226,Maritime,riz,sableux,case traditionnelle,1.36,31.6,,58,0,1,17.0,1,1
EXP02227,Kara,sorgho,sableux,silo métallique,3.16,5.4,,58,0,1,17.0,0,0
EXP02228,Maritime,maïs,hydromorphe,case traditionnelle,1.79,10.0,1438.0,20,0,1,28.0,0,0
EXP02229,Maritime,maïs,sableux,aucun,2.19,11.4,1053.0,52,0,0,6.0,0,0
EXP02230,Centrale,maïs,hydromorphe,magasin communautaire,4.92,12.6,1221.0,25,0,0,24.0,0,0
EXP02231,Plateaux,maïs,sableux,case traditionnelle,1.02,52.4,601.0,48,0,0,29.0,1,1
EXP02232,Centrale,manioc,sableux,case traditionnelle,5.93,35.9,598.0,30,0,0,14.0,0,0
EXP02233,Maritime,maïs,sableux,aucun,3.37,18.5,1060.0,37,0,0,,0,0
EXP02234,Savanes,maïs,argileux,magasin communautaire,5.75,13.4,1395.0,33,1,0,3.0,0,0
EXP02235,Kara,riz,argileux,aucun,4.13,13.3,708.0,63,0,1,78.0,0,1
EXP02236,Kara,maïs,argileux,case traditionnelle,4.64,21.7,984.0,66,0,0,17.0,0,0
EXP02237,Maritime,maïs,argileux,aucun,2.58,27.8,654.0,60,0,0,2.0,0,0
EXP02238,Plateaux,riz,argileux,magasin communautaire,1.15,5.3,778.0,56,0,0,6.0,0,0
EXP02239,Plateaux,maïs,ferrugineux,silo métallique,1.63,38.1,996.0,37,0,0,10.0,0,0
EXP02240,Plateaux,maïs,hydromorphe,case traditionnelle,1.42,17.9,832.0,26,0,0,29.0,0,0
EXP02241,Plateaux,maïs,sableux,case traditionnelle,0.52,8.8,637.0,48,0,0,6.0,0,0
EXP02242,Maritime,maïs,hydromorphe,aucun,4.92,12.1,631.0,41,0,0,,0,0
EXP02243,Plateaux,manioc,sableux,aucun,2.38,18.5,497.0,33,0,1,26.0,0,0
EXP02244,Maritime,maïs,ferrugineux,case traditionnelle,1.33,19.2,1064.0,31,0,0,11.0,0,0
EXP02245,Plateaux,maïs,ferrugineux,aucun,8.62,6.1,1093.0,27,0,1,16.0,0,0
EXP02246,Maritime,igname,sableux,case traditionnelle,11.05,12.9,1092.0,62,1,1,4.0,0,0
EXP02247,Maritime,igname,argileux,case traditionnelle,0.92,15.5,732.0,35,0,1,5.0,0,0
EXP02248,Centrale,maïs,hydromorphe,case traditionnelle,2.16,28.0,1191.0,66,1,1,6.0,0,0
EXP02249,Plateaux,maïs,hydromorphe,case traditionnelle,2.06,30.0,1120.0,53,0,0,15.0,0,0
EXP02250,Plateaux,manioc,sableux,case traditionnelle,1.26,4.8,952.0,27,0,0,16.0,0,0
EXP02251,Plateaux,sorgho,hydromorphe,case traditionnelle,4.84,13.8,912.0,22,1,0,17.0,0,0
EXP02252,Kara,sorgho,ferrugineux,case traditionnelle,0.52,8.5,794.0,40,0,0,33.0,0,0
EXP02253,Plateaux,maïs,sableux,silo métallique,7.23,18.3,996.0,23,0,1,9.0,0,0
EXP02254,Centrale,maïs,argileux,aucun,2.65,50.7,1338.0,68,1,0,3.0,0,0
EXP02255,Savanes,manioc,sableux,silo métallique,8.16,,1223.0,66,0,0,26.0,0,0
EXP02256,Plateaux,sorgho,argileux,case traditionnelle,2.5,19.4,,53,1,0,18.0,0,0
EXP02257,Savanes,igname,sableux,silo métallique,2.06,23.1,1079.0,34,0,1,25.0,0,0
EXP02258,Kara,maïs,argileux,case traditionnelle,5.09,34.2,686.0,64,0,0,18.0,0,0
EXP02259,Maritime,manioc,ferrugineux,silo métallique,8.13,24.4,1125.0,52,0,0,10.0,0,0
EXP02260,Plateaux,maïs,ferrugineux,magasin communautaire,7.29,5.5,751.0,37,0,1,10.0,0,0
EXP02261,Centrale,riz,ferrugineux,case traditionnelle,0.69,39.9,1116.0,64,1,1,8.0,1,1
EXP02262,Savanes,igname,argileux,case traditionnelle,6.09,14.8,1663.0,29,0,0,37.0,0,0
EXP02263,Plateaux,manioc,sableux,aucun,1.98,17.8,813.0,48,0,0,59.0,1,1
EXP02264,Maritime,maïs,ferrugineux,aucun,2.32,30.0,1651.0,54,1,0,23.0,0,0
EXP02265,Centrale,manioc,argileux,silo métallique,1.95,49.2,1068.0,66,1,0,13.0,0,0
EXP02266,Maritime,manioc,hydromorphe,aucun,1.63,10.0,770.0,26,0,1,9.0,0,0
EXP02267,Kara,sorgho,sableux,aucun,2.18,28.9,759.0,33,0,1,,0,0
EXP02268,Plateaux,maïs,ferrugineux,case traditionnelle,1.22,9.5,1518.0,62,1,0,4.0,0,0
EXP02269,Kara,sorgho,,silo métallique,6.12,16.8,1068.0,44,0,0,22.0,0,0
EXP02270,Kara,maïs,hydromorphe,case traditionnelle,4.09,4.1,814.0,58,0,1,8.0,0,0
EXP02271,Centrale,maïs,ferrugineux,magasin communautaire,3.0,9.6,901.0,59,0,0,1.0,0,0
EXP02272,Centrale,maïs,sableux,case traditionnelle,1.95,16.2,1053.0,34,0,0,43.0,0,0
EXP02273,Kara,maïs,ferrugineux,aucun,1.71,20.1,948.0,36,1,1,27.0,0,0
EXP02274,Kara,maïs,ferrugineux,silo métallique,3.46,19.3,1033.0,44,0,0,4.0,0,0
EXP02275,Kara,riz,sableux,case traditionnelle,3.07,26.6,1376.0,20,0,0,30.0,0,0
EXP02276,Maritime,maïs,hydromorphe,case traditionnelle,5.33,10.7,679.0,60,0,0,8.0,1,1
EXP02277,Centrale,maïs,sableux,magasin communautaire,1.73,13.0,1105.0,25,0,0,,0,0
EXP02278,Maritime,maïs,sableux,silo métallique,1.62,13.5,933.0,67,0,0,15.0,0,0
EXP02279,Kara,maïs,argileux,aucun,3.98,11.2,830.0,59,1,1,15.0,0,0
EXP02280,Centrale,sorgho,argileux,case traditionnelle,4.55,7.0,1207.0,37,0,0,16.0,0,0
EXP02281,Plateaux,igname,ferrugineux,magasin communautaire,10.52,14.9,,22,0,0,15.0,0,0
EXP02282,Maritime,maïs,,magasin communautaire,0.67,23.8,382.0,60,0,0,6.0,1,1
EXP02283,Plateaux,sorgho,sableux,case traditionnelle,6.34,17.5,1004.0,42,0,0,43.0,0,0
EXP02284,Kara,riz,sableux,magasin communautaire,2.83,10.2,917.0,29,0,0,23.0,0,0
EXP02285,Maritime,igname,argileux,case traditionnelle,1.81,15.1,625.0,41,0,1,5.0,1,1
EXP02286,Maritime,maïs,ferrugineux,case traditionnelle,3.49,9.8,539.0,65,0,1,,0,0
EXP02287,Savanes,maïs,hydromorphe,case traditionnelle,3.41,20.4,1413.0,54,0,0,44.0,1,1
EXP02288,Kara,manioc,argileux,aucun,1.85,24.3,1061.0,54,0,0,4.0,0,0
EXP02289,Maritime,sorgho,argileux,case traditionnelle,0.71,24.7,955.0,45,0,1,22.0,0,0
EXP02290,Plateaux,riz,ferrugineux,case traditionnelle,6.35,12.1,1477.0,26,0,1,6.0,0,0
EXP02291,Savanes,manioc,hydromorphe,silo métallique,1.51,9.9,1195.0,68,1,1,8.0,0,0
EXP02292,Kara,maïs,hydromorphe,aucun,1.35,26.6,1375.0,57,0,0,15.0,0,0
EXP02293,Centrale,riz,ferrugineux,magasin communautaire,1.62,11.4,667.0,45,0,0,21.0,0,0
EXP02294,Plateaux,sorgho,ferrugineux,case traditionnelle,4.41,14.9,658.0,56,0,0,17.0,0,0
EXP02295,Plateaux,manioc,sableux,silo métallique,2.01,17.4,1098.0,37,0,0,5.0,0,0
EXP02296,Maritime,riz,sableux,case traditionnelle,1.65,14.1,,57,0,0,42.0,0,0
EXP02297,Kara,manioc,sableux,silo métallique,3.34,22.4,1250.0,69,0,1,25.0,0,0
EXP02298,Maritime,manioc,hydromorphe,case traditionnelle,3.02,,559.0,36,0,0,34.0,0,0
EXP02299,Maritime,manioc,argileux,case traditionnelle,1.67,19.2,1119.0,19,0,0,14.0,0,0
EXP02300,Kara,sorgho,sableux,case traditionnelle,0.7,7.8,1187.0,57,0,1,26.0,0,0
EXP02301,Savanes,igname,argileux,silo métallique,4.34,10.5,,63,0,1,35.0,0,0
EXP02302,Kara,manioc,hydromorphe,case traditionnelle,3.06,15.9,852.0,61,0,0,19.0,1,1
EXP02303,Plateaux,maïs,ferrugineux,case traditionnelle,0.54,3.6,1074.0,69,0,0,19.0,0,0
EXP02304,Plateaux,manioc,hydromorphe,magasin communautaire,6.95,12.5,,37,0,1,22.0,0,0
EXP02305,Plateaux,maïs,sableux,silo métallique,0.52,,,66,1,1,22.0,0,0
EXP02306,Plateaux,maïs,hydromorphe,case traditionnelle,1.43,13.0,700.0,29,0,0,20.0,0,0
EXP02307,Plateaux,maïs,argileux,silo métallique,1.5,10.6,768.0,49,0,0,28.0,0,0
EXP02308,Plateaux,manioc,ferrugineux,silo métallique,1.69,15.0,,65,1,0,14.0,0,0
EXP02309,Centrale,maïs,sableux,case traditionnelle,1.65,9.5,832.0,66,0,1,40.0,1,1
EXP02310,Savanes,maïs,hydromorphe,aucun,0.99,13.7,768.0,51,0,0,2.0,0,0
EXP02311,Savanes,sorgho,ferrugineux,aucun,2.86,15.9,638.0,47,0,0,26.0,0,0
EXP02312,Maritime,maïs,,case traditionnelle,4.83,27.2,1421.0,42,0,1,39.0,0,0
EXP02313,Plateaux,riz,argileux,case traditionnelle,2.84,31.0,830.0,64,0,1,9.0,0,0
EXP02314,Maritime,igname,sableux,case traditionnelle,3.18,4.8,1029.0,64,0,0,11.0,0,0
EXP02315,Plateaux,manioc,ferrugineux,case traditionnelle,2.04,28.5,528.0,31,0,1,41.0,1,1
EXP02316,Plateaux,maïs,ferrugineux,magasin communautaire,2.76,7.0,,26,0,0,25.0,0,0
EXP02317,Maritime,maïs,hydromorphe,aucun,3.34,13.8,990.0,61,0,0,27.0,1,1
EXP02318,Kara,manioc,sableux,aucun,4.1,3.8,843.0,61,0,0,13.0,1,1
EXP02319,Plateaux,manioc,hydromorphe,case traditionnelle,1.56,2.3,846.0,24,0,0,12.0,0,0
EXP02320,Savanes,maïs,hydromorphe,magasin communautaire,1.41,48.9,1159.0,44,0,1,13.0,0,0
EXP02321,Maritime,manioc,,case traditionnelle,0.41,14.1,241.0,45,0,0,12.0,1,1
EXP02322,Maritime,manioc,ferrugineux,magasin communautaire,8.28,12.0,752.0,21,0,1,,0,0
EXP02323,Plateaux,maïs,ferrugineux,case traditionnelle,7.94,17.2,921.0,53,0,0,24.0,0,0
EXP02324,Maritime,riz,ferrugineux,aucun,2.44,12.2,,69,0,1,12.0,0,0
EXP02325,Maritime,maïs,argileux,aucun,2.54,24.1,1551.0,29,1,1,6.0,0,0
EXP02326,Savanes,maïs,hydromorphe,case traditionnelle,6.63,16.5,869.0,59,0,1,37.0,1,1
EXP02327,Maritime,sorgho,ferrugineux,silo métallique,1.01,21.6,1188.0,23,0,1,9.0,0,0
EXP02328,Maritime,maïs,hydromorphe,magasin communautaire,1.31,7.9,1385.0,30,0,0,11.0,0,0
EXP02329,Centrale,riz,argileux,silo métallique,6.9,4.3,1111.0,48,1,0,4.0,0,0
EXP02330,Plateaux,manioc,sableux,magasin communautaire,2.03,25.9,,67,0,0,19.0,0,0
EXP02331,Centrale,maïs,ferrugineux,case traditionnelle,1.17,17.7,642.0,65,0,0,9.0,0,0
EXP02332,Plateaux,igname,ferrugineux,magasin communautaire,3.47,5.6,1129.0,67,1,0,6.0,0,0
EXP02333,Kara,maïs,ferrugineux,case traditionnelle,1.56,5.6,1345.0,70,0,0,30.0,0,0
EXP02334,Maritime,maïs,argileux,magasin communautaire,6.14,15.2,1081.0,60,0,0,49.0,1,0
EXP02335,Plateaux,igname,ferrugineux,case traditionnelle,2.75,20.5,1246.0,37,0,1,10.0,0,0
EXP02336,Centrale,riz,hydromorphe,silo métallique,1.61,7.0,1572.0,25,0,0,26.0,0,0
EXP02337,Kara,riz,hydromorphe,aucun,1.67,35.3,1151.0,61,0,0,20.0,0,0
EXP02338,Plateaux,maïs,sableux,case traditionnelle,3.36,22.3,686.0,28,1,0,18.0,1,1
EXP02339,Centrale,maïs,sableux,case traditionnelle,2.21,27.1,962.0,46,0,0,5.0,0,0
EXP02340,Maritime,riz,argileux,silo métallique,2.01,15.0,1279.0,58,0,1,19.0,0,0
EXP02341,Maritime,maïs,hydromorphe,case traditionnelle,4.2,14.1,890.0,20,0,0,26.0,1,1
EXP02342,Maritime,maïs,hydromorphe,magasin communautaire,6.69,5.1,1311.0,66,0,1,58.0,0,0
EXP02343,Kara,sorgho,hydromorphe,silo métallique,3.82,7.9,934.0,34,0,0,2.0,0,0
EXP02344,Plateaux,maïs,ferrugineux,case traditionnelle,1.47,12.9,1030.0,30,1,0,25.0,1,0
EXP02345,Kara,maïs,sableux,aucun,1.12,18.0,,38,0,1,18.0,0,0
EXP02346,Maritime,maïs,sableux,magasin communautaire,4.04,15.9,988.0,42,1,0,13.0,0,0
EXP02347,Kara,manioc,hydromorphe,magasin communautaire,3.81,2.7,1001.0,42,0,1,38.0,0,0
EXP02348,Kara,riz,argileux,case traditionnelle,1.9,6.6,564.0,27,0,1,10.0,0,0
EXP02349,Maritime,sorgho,ferrugineux,case traditionnelle,2.24,16.6,844.0,28,0,0,48.0,0,0
EXP02350,Maritime,maïs,argileux,case traditionnelle,1.54,18.3,654.0,43,0,1,2.0,0,0
EXP02351,Maritime,maïs,sableux,aucun,1.14,10.5,852.0,30,0,0,12.0,1,1
EXP02352,Kara,manioc,ferrugineux,aucun,1.63,21.1,759.0,52,0,0,31.0,1,1
EXP02353,Maritime,manioc,sableux,silo métallique,0.35,20.9,1193.0,65,0,0,18.0,0,0
EXP02354,Centrale,manioc,argileux,case traditionnelle,5.41,46.9,1196.0,19,0,0,9.0,0,0
EXP02355,Plateaux,igname,hydromorphe,magasin communautaire,0.89,14.2,1084.0,20,0,1,10.0,0,0
EXP02356,Kara,manioc,hydromorphe,silo métallique,2.48,10.2,646.0,52,1,0,22.0,0,0
EXP02357,Plateaux,manioc,argileux,silo métallique,0.46,7.0,926.0,20,0,1,8.0,1,0
EXP02358,Plateaux,igname,ferrugineux,case traditionnelle,3.73,4.6,627.0,52,0,0,42.0,1,1
EXP02359,Savanes,maïs,ferrugineux,aucun,4.5,20.3,915.0,44,0,0,15.0,0,1
